# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.5318639450755133 3.4755861672993187 1.1631709850408494 0.0260092939200673
1 0.3826614767946998 2.772515514076051 1.0642545952445668 0.023797456203333758
2 0.4331873898509436 2.3184328864566903 1.0279209616247225 0.02298501145689832
3 0.45626809870627916 1.9509817356323598 0.9556955076948366 0.02137000120996828
4 0.44166920496878354 1.6957775555688346 0.9120425243366896 0.02039389082787344
5 0.35837328906979665 1.5232700760722486 0.8507182650093987 0.019022638702616963
6 0.4054878440044543 1.4505297158402126 0.87977044173296 0.019672265123099164
7 0.43100727799822497 1.3277849369290777 0.7581879724589244 0.016953598461408932
8 0.4396308421569909 1.2897615812430019 0.7565891539197405 0.016917847792035912
9 0.41445696379676683 1.203134023344926 0.7466830292856941 0.016696340111282782
10 0.3994185458254493 1.1978520641770478 0.7672316317340663 0.01715582083045457
11 0.39392912140185465 1.1460744593973704 0.7217135633918114 0.01613800588027694
12 0.38635036912728016 1.0935958965869432 0.7004743623367765 0.015663082906808505
13 0.39089557789779306 1.0615939681580795 0.7055895593175099 0.015777462188480723
14 0.380318681536841 1.0286388910469781 0.6507195726134753 0.014550531986533412
15 0.3816450046069328 0.9723689637008592 0.6293650065507607 0.014073029373071012
16 0.3961793077311661 0.9949205620768037 0.6664184371029607 0.01490156926821388
17 0.3802661706876615 0.9586982401397711 0.6602019961687239 0.014762565423143222
18 0.36016794246746703 0.9778766386021731 0.686192131069588 0.015343722506970442
19 0.34284993826227744 0.9545444634295862 0.6860921789825543 0.015341487510359438
20 0.33121142125997094 0.9093284930043445 0.6141237825733622 0.013732225244333386
21 0.3563357129115759 0.9249644313009585 0.7222522916555727 0.016150052210468648
22 0.3411752919735672 0.8695586276764383 0.6430631000817388 0.014379328056045186
23 0.3516449286501704 0.8428549870877964 0.6412115126983331 0.014337925303489424
24 0.3532625520848678 0.8282187737445911 0.6310528394108633 0.014110770463169487
25 0.343062165233686 0.8449484978143119 0.6905382512540852 0.015440904708679638
26 0.355484038202199 0.8207768550532639 0.6762772251956773 0.01512201847172468
27 0.3444209406920193 0.8262692818186035 0.6494225037553579 0.014521528645150926
28 0.35935849254499214 0.8293151276017793 0.7034820478510196 0.015730336799456398
29 0.33710017558826516 0.7928047711256186 0.6159759963992782 0.013773642004569518
30 0.36052575191021347 0.7778352605905502 0.5854573599942682 0.013091224548747494
