# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.8916650873780173 3.555462287417509 1.1463394859894294 0.025632930159645316
1 0.7939848176499607 2.8854894810890084 0.9993729437696292 0.022346658371429656
2 0.8378081674675509 2.516181937251026 0.9442409621524518 0.021113869785126884
3 0.810050658406309 2.203122408114807 0.8691070880186826 0.019433825285366673
4 0.8103510376450166 1.9608184818788785 0.8180290160859938 0.01829168487535551
5 0.7684442933266209 1.8019584151588053 0.7693574471952583 0.017203355509243026
6 0.7782751907703317 1.6232968277676176 0.6780838372092759 0.015162415544438422
7 0.7715997941113747 1.4697834413789619 0.6257529752354153 0.01399226189749131
8 0.7834705648296562 1.3982687167412002 0.5863989098690968 0.013112278243990727
9 0.7553051250476419 1.3636386603575805 0.6251619046992533 0.013979045158507755
10 0.7685614937537534 1.2951873229191784 0.5866631318554549 0.013118186427217194
11 0.7810167726733419 1.2678208211071882 0.5520758678015424 0.01234479169141436
12 0.7537878352224359 1.2190294760902638 0.5684337431691256 0.012710564904308216
13 0.75894575338909 1.1921972974329924 0.5649394642200315 0.012632430451683005
14 0.7537283455077383 1.1706862265830846 0.4930086119409585 0.011024007697927978
15 0.7535819800546937 1.1679130954771448 0.5113844847427396 0.011434904705234696
16 0.7446515525481103 1.1607289437978545 0.5224477688747388 0.011682287258970147
17 0.7577009174278857 1.1484764885427103 0.5515799206615624 0.012333701976231942
18 0.7103435642084127 1.1365248230596712 0.5334904315473092 0.011929208702854818
19 0.7189729070047183 1.0975233730700125 0.48163621393815326 0.010769713147913423
20 0.7358433068621638 1.108972384673457 0.5253294840154364 0.01174672436843405
21 0.7351503288578377 1.119303326131499 0.5375274752775989 0.012019479744945487
22 0.7335096704116094 1.1129988164565836 0.5425078490469545 0.012130844287961847
23 0.7024883959530143 1.0995172124236203 0.5068728955978079 0.011334022505088524
24 0.7120579073026113 1.0906177702878845 0.49576507958286536 0.0110856441881788
25 0.7215018239870661 1.10110028773405 0.5075632933999161 0.011349460269258827
26 0.7199772053901645 1.1041116378594646 0.5611239961448559 0.012547113991862275
27 0.7131920072646896 1.0957197189845984 0.5284836117513497 0.011817252808706246
28 0.687715523273046 1.0833267387190166 0.5481569713925465 0.012257162503741415
29 0.6946346343366689 1.0917576380410028 0.5335382607674055 0.011930278196729278
30 0.7106166039233958 1.07966164218868 0.5141762570509764 0.011497330631823887
