q,a,alpha,k,t_0,norm_A,fitness
0.1734173439373178,0.010360698128428616,2.137620892504475,0.13394818381060505,0.6056349292842745,1975801.4405640329,0.22909122442881422
0.4497937397110607,0.01452842027188204,3.7539839996701803,2.033451354250955,2.080180406013364,1114768.4077546091,0.2523013204814782
0.021341909135297172,0.20544390819299513,2.9606058513054014,0.18689397993668852,1.735421251256017,2449930.945801175,0.08078999288326548
0.044749261198473715,0.08267010376179643,1.3233384223044025,0.44383153107517753,28.88760787174962,232762.55475405804,0.11532814631999708
0.09224345096257808,0.17112152340426118,1.164713421675962,0.17381680891829138,2.37718660620267,1648166.0300564421,0.1702154228549905
0.011386841992460706,4.918099862413411,2.175720925148836,0.20021664454927374,0.14616111883020422,150678.05520839454,0.06679511721312403
0.19206311046487842,0.05474785211095585,1.332725496829227,1.0310467562944916,4.797672803822367,48493795.1489567,0.25697997282019747
0.8342041208267986,2.1446456151993827,1.8092950776985055,3.727056356076971,0.12408258595639612,3778727.7713024653,0.15141115785960269
0.3933172850593944,0.002666547927539875,1.4684007116234126,3.315013770145114,3.3824900149216766,11661617.681905992,0.22016446402106024
0.42334979194322897,0.008876956100706507,1.7945316768857456,1.0670910149399766,8.062115868075876,274769.2141580938,0.2491781378005155
0.19900573730583335,0.0048726973232463685,1.9640268702127277,0.1095083363983548,0.8901100791797627,12028303.201089548,0.2420335351260515
0.012580575617520016,0.14781172438986687,2.3842142386108796,0.14672264147811162,31.662813420888128,173836.2381988967,0.06810081256001432
0.10290691106060265,0.05099907806844824,3.57632443611144,0.5166030577760046,28.21987092336009,1851082.522880325,0.1631393049023037
0.023412209138833854,1.9516614225610476,3.7753395439972137,1.9910919567112952,25.89655008264536,42264056.35644847,0.08406321145497812
0.38597814130734626,0.01637026657679814,2.9659895553189104,0.11165925227102376,8.758002561499913,17954668.384462528,0.2758230331635938
0.8808627104908594,0.004891402377623093,3.086972176140436,0.9711511213100252,5.926309208482548,558782.771818628,0.20244761675637846
0.4649586791573,0.0849485534893935,3.9412983574309384,1.9562189980685498,30.745977536111802,226996.83946867724,0.2635610492574784
0.45275731667734764,0.0006654365301561429,2.8385529718243565,1.8516115602995584,3.9669943863115575,86719.62686072168,0.2498817037092853
0.6776817372073517,0.326480845565311,2.142260276594049,0.10065957489711089,1.2103871904808603,78090.44905118064,0.2168246112845033
0.07102497980959975,0.008236383027881187,2.843248039851575,0.07151643033271167,1.458122847561292,15045595.997606698,0.13502125680669488
0.40714281964334215,0.0009313412723983664,3.3593231234220444,1.1904218019850892,37.37180608008892,22523390.454760633,0.2722772121644382
