# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.6426567771794388 4.1068732198652 1.092964782813263 0.024439435513837496
1 0.6788313445087595 3.3667401986159238 0.960734509063999 0.021482676705969896
2 0.5783600626720171 2.7188920865669814 0.9464222225319576 0.021162644249978903
3 0.6037812694648105 2.284976934670283 0.9406103287696275 0.02103268635467313
4 0.5560898811720072 1.922488567665405 0.8938988194078541 0.0199881852520277
5 0.5421037359375307 1.712763877411977 0.8123814426253343 0.018165401293695926
6 0.5573144354434827 1.5687069144091828 0.8168396510386694 0.018265089864396712
7 0.545793727336558 1.4740228787494098 0.7587860299597335 0.01696697143367156
8 0.49683991088251533 1.3429843347624746 0.7395166271958172 0.01653609448901217
9 0.4796194175102617 1.3069838460398355 0.7234537783173866 0.016176918268967395
10 0.49590687934751654 1.2698704757914219 0.7712790506752685 0.017246323869314052
11 0.5083180649642279 1.2161799973711243 0.7524891489761063 0.0168261688944154
12 0.5199745789377789 1.1327437933740225 0.6745244950899787 0.015082826235099154
13 0.4884390616151392 1.1041767110976282 0.7065973791421436 0.01579999772485025
14 0.4931438292820158 1.067611857277619 0.738049265623717 0.016503283286784298
15 0.49767620480336955 1.0187590187910214 0.6909807382340487 0.015450799018343208
16 0.5017750492560515 0.9903667696661803 0.6607764498830242 0.01477541059869425
17 0.475682890030887 0.9913257684387103 0.7265993965597499 0.016247256431179274
18 0.4791077881734963 0.9563142707623503 0.6669088022418493 0.014912534166057392
19 0.48001992865677057 0.9725086804487012 0.731798420455399 0.016363510139652447
20 0.4753878033947234 0.9269230882640611 0.6526468455294105 0.014593627119045667
21 0.47551195679885544 0.9163918154625089 0.6618665986177517 0.014799787065458609
22 0.459604043182672 0.9192296197433816 0.6681297769938346 0.014939835991499891
23 0.452875265684888 0.9052709118242471 0.6776952830274336 0.01515372720880301
24 0.43652580478945796 0.9469327018588868 0.7458198002281207 0.016677037722753908
25 0.48262957309491006 0.8986859066553098 0.6882058117168142 0.015388749775092176
26 0.4759297483387225 0.9030972393971863 0.7468297974331404 0.016699621946829
27 0.46181348919080567 0.9092245431798163 0.7289014379251595 0.01629873164098
28 0.4282855309898875 0.8856545759472868 0.7023412815341707 0.015704828489147234
29 0.45937747282479363 0.893007149428883 0.7107700988190936 0.015893302573337362
30 0.4779071800111124 0.8920979605709117 0.7037930129340565 0.01573729019009939
