mu,mu0,alpha,delta1,delta2,tau_min,tau_max,alpha_bpl,beta_bpl,F_break,F_min,fitness
1.2093653054860702,1.5221971179142828,1.1368972081385837,-0.8212801248605098,0.2696926497103142,0.016183026782208933,54.69855192577779,0.857719148148622,1.1774312122505781,3.203099053236379e-08,2.9503210346142695e-09,0.383528243614868
1.5142281932512445,0.8854245676803574,7.580410528425469,-1.1103169150891414,0.1028898206602513,0.014163998608506615,2.1981125070667744,0.2791188017969602,1.1658559403708257,1.141769410406005e-06,2.7778873623411507e-09,0.22886696297399195
1.629866323787434,0.8927961756165618,14.340521605701875,-0.806340367571702,0.008556565387965342,0.010548681338255733,9.085094190243346,0.5512761318815835,1.9840078947738236,5.089872789542486e-07,6.9575884382601594e-09,0.2841586239041772
1.243031192194656,1.5314402630399537,8.859568677846365,-0.6593161139434003,0.047448771895638196,0.03729903202305471,2.92352005714951,0.7410773461804293,1.1755473086180437,1.4548121574965978e-06,1.5431937391903542e-09,0.17932645316694218
0.8684880166586512,1.1507248475988785,12.759565748155328,-1.379637419261759,0.19761224614354397,0.010837670028526104,29.50771500347446,0.9778034262420043,1.4265679152249955,1.0235417359694907e-07,1.1756066360323047e-08,0.3891351397742147
0.9015796483341161,1.4459669857467619,4.030019725519773,-0.5130823420102285,0.29810183409677554,0.011364307772937229,64.95690107323907,0.41472809076989686,1.8795621889378873,2.1922417679839384e-08,5.381728480164926e-09,0.1161767633631913
1.6453563381428506,1.6465270163620815,6.331564944063639,-1.4103973935535086,0.04726525935457051,0.03534506498003792,16.75989906959545,0.08259839118921598,1.2156051999186002,4.699619367121439e-06,4.940072246801833e-08,0.2356222875583253
1.0612115572585519,0.9374967934882815,3.169093206363316,-0.7173167257050619,0.22277587269585172,0.033705122467978695,28.205192458435086,0.9552996611431113,1.0699000613420224,5.7771232245637975e-06,2.416830572664879e-09,1.2418811264205591
1.2271578821846842,1.1454633294543022,2.577926144693902,-1.0529838723368892,0.1881309561017118,0.010475487972613601,15.706118872094116,0.0173350978806456,1.1991902311938039,3.5877382159857555e-07,8.94650711721704e-08,0.254161404625068
1.2376169273806576,1.0370069964623834,4.564139247150554,-0.7166253780605873,0.07759806628951407,0.022029222735688817,52.35479316646501,0.4227036043303673,1.3451397127016267,2.8009596719185567e-07,7.107640980969814e-08,0.31289209100401527
0.9266652383438987,0.8888391023872275,13.475492293551877,-0.5691914962407582,0.10635331565618615,0.015466191919528782,27.14267242529108,0.07813040333455233,1.6297329901877315,7.067191584265804e-06,9.60707039491869e-09,0.28116832677814
0.8465273861935596,1.5354212838051018,6.094166858850641,-0.468470014138344,0.22579562519155663,0.010670430777733837,11.994773798735359,0.41547779511922805,1.9788235090496924,1.5097405186755936e-06,4.619565034246578e-08,0.3073593990587529
0.8196242971180273,1.3740180530143271,1.4176976473566871,-1.4326159007542212,0.292853890059431,0.014479387919104466,44.93246359089926,0.4429168522205113,1.5585397201402111,2.5829038020145204e-07,5.565946519625893e-09,0.458734720265843
1.282312131198492,1.6804903010573282,4.785197613670156,-1.2656125749838245,0.060071016338993005,0.024499070990376227,28.151481818922804,0.6691303833197108,1.4386304675226915,3.912613913650384e-07,8.296512912236339e-09,1.4161353761817725
0.9361224404138402,1.5599042193356865,2.136001186131531,-1.0703392029344936,0.19233900718223032,0.06010677484485586,34.18152567111573,0.7292699854165567,1.0853280669841903,1.0027326551307116e-08,3.152798296626048e-09,0.7836100527410129
1.2691770949291428,0.8860228917157307,2.9333472003425034,-1.4941547656444094,0.052793773073027524,0.021613015012570035,38.07820766266859,0.817698465407802,1.0956209067427363,1.1535553304337846e-08,2.8435167548319525e-08,0.15811413149065504
0.944388039175385,1.5833947882140644,7.003130194708079,-1.2999918217158755,0.08677088208986596,0.015821567780416344,13.31588653061884,0.7252154187827717,1.617937311573483,3.8724209986945424e-07,3.964890893235406e-08,0.4908874468896262
1.3183845648169699,1.4603837902527452,9.442540432386007,-0.3104565239990027,0.134686076917741,0.022546523074250722,27.330029039927766,0.3441632899820055,1.5588591364595783,1.2360099751882272e-06,6.225305068798888e-09,0.22619313019958334
1.4442205278803377,0.9643305811879428,5.234690699476245,-1.3204671567337543,0.28669562891475375,0.027636435367955958,6.310239834820827,0.4573572410168639,1.1157581889000165,1.2331861802249875e-08,7.269344128891697e-08,0.21565005540822402
1.6067447343775707,1.211878974019028,13.616622862140414,-0.6882712093312339,0.23377690247072586,0.018981790598430304,62.25085528172731,0.9958795835780162,1.0939618275379552,3.5789864184024275e-07,2.1545753644247162e-08,0.30913213954486923
1.6981530243143297,1.189751833677725,3.80835494613061,-1.4109002426264765,0.012071162663296475,0.019314155823542956,28.345186887535668,0.6400781080474218,1.7302668403186185,4.441053104595988e-08,4.660154588920778e-09,0.33029111763359603
1.1343024894410745,0.8761557273629519,8.46935637151978,-0.7869723692844385,0.2756862857374845,0.048585842395671326,3.8431678641784615,0.30389470404482977,1.2113403956785,9.005907347067192e-06,8.28578471460997e-09,0.18472945129062437
1.237719973029374,1.178850567057225,2.599512012297634,-1.4806045212684504,0.06602427405896984,0.034426588679244266,11.918558234268069,0.7175791405051642,1.15290006723974,5.257628174787792e-06,2.1522593424772964e-08,0.3628700563804853
