# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 2.127168436993102 5.379940340183756 0.9548234882495731 0.02135050226239517
1 1.8301493826156454 4.66637335196723 0.7902401340209715 0.017670306582194362
2 1.8313403567725794 4.197723187358891 0.8429783684047787 0.01884956935314946
3 1.7825234449711846 3.6925157852252544 0.8858235950048688 0.0198076177450413
4 1.823027899327858 3.2962871101989704 0.8561453380858249 0.019143991745794443
5 1.793547136055828 3.1010910698076426 0.8494179434677801 0.018993562629020296
6 1.79404726184454 2.8503089320973896 0.8571452801021016 0.019166351129013968
7 1.7358881444557968 2.6946732473421973 0.8394343177662624 0.01877032197171522
8 1.7358881444557968 2.6048322510223523 0.7797318350590186 0.017435333874126192
9 1.7527298934259719 2.5348258240825876 0.7870933826193914 0.017599943081772106
10 1.7577032891660072 2.5100013476188745 0.8119319203591818 0.01815534967025076
11 1.7731605985924277 2.4611985926812174 0.7738301669537404 0.017303368563485747
12 1.7676645752056444 2.392545014946746 0.7684461335329196 0.017182977916264885
13 1.7695558676767804 2.3910238619002793 0.7378193984889212 0.016498143301392335
14 1.7429434436040563 2.4086122562903296 0.7890345933551769 0.017643349873410794
15 1.7555438045697604 2.381559064441369 0.7649686006215639 0.017105217916427048
16 1.7638271910865684 2.334589700967379 0.7099356871527829 0.015874644561266464
17 1.741088178983988 2.3644651525197133 0.7282413572620116 0.016283971788645678
18 1.7053167878831308 2.374713899264888 0.7957941267873282 0.01779449763591552
19 1.7269796945360154 2.3641596241276273 0.7643157635734829 0.01709062003624965
20 1.7505442460529144 2.3632953353820514 0.7712816161284747 0.017246381234591674
