# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 2.595594278607888 5.64953768165003 0.8781944946109187 0.019637025874160868
1 2.08632095643618 4.976016705624499 0.6129625807728747 0.013706259982718533
2 1.9402131497836708 4.565758144332096 0.5813583734720094 0.012999568423721233
3 1.8672046680664829 4.211997535765029 0.6345796227004196 0.014189631734943068
4 1.8468414287114867 3.866878472631077 0.7436700274383559 0.016628967341812975
5 1.795150545852879 3.5188508266968257 0.7425089028448978 0.016603003806599785
6 1.785059305412707 3.221214722504019 0.7718648967711389 0.017259423786261243
7 1.7978834518072786 3.0736943957420797 0.7718582788027898 0.01725927580399023
8 1.8029107292362676 2.962442462585363 0.780319649508668 0.017448477804801917
9 1.793901798834015 2.9065599702688485 0.790538291316776 0.017676973582008426
10 1.7773998677200298 2.8480353408077357 0.7996516098771412 0.0178807535800243
11 1.7676334721467624 2.7845654134316655 0.7766814901886636 0.017367126089276878
12 1.767354290994942 2.7465648984710525 0.7849286386768245 0.0175515379356775
13 1.7983830723204393 2.682217044382606 0.8195361257268557 0.018325384871420637
14 1.7410646580018527 2.608663494033157 0.7885273700561081 0.017632008015645895
15 1.7827768452536745 2.5518231664933113 0.7400252047695515 0.016547466629279185
16 1.74185175375581 2.557406376592893 0.8305379200895816 0.018571392472115925
17 1.7497190692038704 2.510299109565509 0.7438471424198081 0.016632927753196584
18 1.773038442061526 2.4655140884541145 0.7451226840815198 0.016661449731833786
19 1.7309028157714592 2.4939750121693005 0.813913141596379 0.01819965112389915
20 1.7508706954143187 2.440788338173285 0.7360879381032279 0.016459426670164753
21 1.7870069936806134 2.4261572600135395 0.7484005899063388 0.016734745934315166
22 1.7445063919450032 2.4173816944145146 0.735895584987838 0.016455125523747796
23 1.7680015198091699 2.4485598778598123 0.7588773049480559 0.016969012404456904
24 1.7660893159086335 2.402995022966297 0.7333227859756342 0.016397595988910472
25 1.7579327543234458 2.4097976457983306 0.7867421602126929 0.01759208951000612
26 1.7649442659289647 2.3865599873871797 0.7234230131503697 0.01617623033891951
27 1.7573637834677946 2.3742620612566414 0.7263385727104861 0.016241424232608204
28 1.7564829353008524 2.370113644060698 0.726589700474404 0.016247039620119783
29 1.7408141032123499 2.387303739969642 0.7588591722443863 0.01696860694487669
30 1.7654710918209773 2.38886427746354 0.7910617102942604 0.017688677586152113
