mu,mu0,alpha,delta1,delta2,tau_min,tau_max,alpha_bpl,beta_bpl,F_break,F_min,fitness
1.2919002029405235,0.80592095228041,12.629252150237395,-0.99183636829445,0.16216572035509938,0.02361295392608728,2.016315093599914,0.4941949882868496,1.8327814302706869,3.389135691361771e-06,9.160299005532522e-08,0.129668529381351
1.271627868639629,1.0281673905454003,3.1961889943049213,-1.3593647165633074,0.13616399476756688,0.019864531387950142,39.09794292251191,0.004153503036381358,1.2002991576316728,1.186645425230908e-06,4.3671146822019966e-08,0.1727306210400686
1.5760603089090686,1.3589259692315456,4.875721027428278,-0.5694459787312249,0.1636276981330819,0.01606478764484486,42.7748073078907,0.3966191992781733,1.9939914008547657,3.760167424007116e-06,2.0684492393599756e-08,0.172237245993605
1.4600569307616589,1.2058358605703476,3.1778177760139945,-1.0039357993861013,0.19179144357956868,0.010351680383105926,18.254884460246046,0.8772732199943979,1.3445247567689416,1.7551999993429717e-06,3.531672521052352e-08,0.15507952622260882
0.8584422392347348,1.3127913458828804,9.67686071741906,-1.286499018832414,0.15524449490743242,0.0203736812255369,3.47542222617988,0.8692027631497968,1.6161759167599152,4.053449495038212e-06,2.7165431364955425e-08,0.1364881168705718
1.132692037437907,1.1234878708680793,10.671241546492467,-0.8652141280040436,0.2853753004529655,0.04602298735313554,31.0930188353899,0.44344356250038514,1.3106218122876476,9.469776402081544e-06,6.075483853275576e-08,0.1731415826502293
1.2996272774005433,1.4429815998266236,5.024898020843,-0.94889474728468,0.2836889210161763,0.03704673546122082,59.72149674157452,0.32790810101609263,1.4442732671487322,4.8864521791964735e-06,1.8359915627901606e-08,0.1881847535618638
1.3970240891332502,1.4653335928714555,1.7359830806756347,-1.2297968963160915,0.020843482643451292,0.021698162040163286,55.92558053282983,0.05090715892576549,1.0163454991296565,9.13672532632644e-07,4.788026368639088e-08,0.17761833800516216
0.9070943840380563,0.8301803760792994,7.760780220492887,-1.0361441151660027,0.26375272147438494,0.019980268820779183,32.16664712044393,0.22915905782282964,1.3282538395297876,5.376410198399165e-07,2.956261777169108e-08,0.17813449490172018
0.9418386845785858,0.9495001960210467,3.273934118611871,-0.9772187586273985,0.03138152608275617,0.031249866981220887,6.107920499347081,0.9647180871990836,1.1438260119649384,8.881233785286313e-07,7.387320333700247e-08,0.1380926972812594
1.318862476934641,1.220910465349465,11.609403244524511,-1.1724613944653095,0.08026369897383229,0.024882529706215604,54.09071453966926,0.6513250406624236,1.574781350346382,9.837286840294065e-06,2.0442500860273286e-08,0.1884044047067529
1.2668598918666554,1.329175005718884,9.266193357802793,-0.6265984607603201,0.060951737673665074,0.02521102437751984,9.251130085586986,0.11696089696758084,1.9193796576364925,1.157187288827894e-07,2.8945038204481027e-08,0.16502274815675294
0.9509921337846241,1.1440961681481123,7.226763021312344,-0.6875871698520475,0.20862404152786418,0.011268802456285965,34.608926805980815,0.19198730901424596,1.4390102220867589,2.486904024281898e-07,5.6097490991878605e-08,0.19179845510667112
