# grb_name    s2n    total_cnts
02156    666.9752197265625    1192166.25
02181    46.366004943847656    17865.55078125
02188    56.19245910644531    46048.44921875
02189    29.78346061706543    55141.30859375
02190    129.00347900390625    105770.1796875
02193    191.8995361328125    172407.0625
02197    87.14752197265625    41583.4296875
02203    40.46786117553711    9174.4521484375
02211    89.87950134277344    93656.515625
02213    81.14601135253906    63930.6015625
02219    57.90256881713867    18097.830078125
02228    262.19805908203125    242108.375
02232    138.44879150390625    100542.9609375
02244    33.80376052856445    47614.73828125
02252    50.818843841552734    88915.21875
02253    75.59573364257812    39588.609375
02254    48.421417236328125    8652.580078125
02267    53.518123626708984    17679.08984375
02276    98.501953125    117795.984375
02277    43.140254974365234    41770.36328125
02287    198.81175231933594    354816.65625
02298    64.63761901855469    50940.078125
02304    41.94580841064453    22481.419921875
02306    43.63854217529297    9298.8818359375
02309    65.53553009033203    28571.01953125
02311    231.34829711914062    499129.3125
02315    117.6877670288086    54592.5703125
02316    316.3018493652344    204634.6875
02321    204.66842651367188    94030.9765625
02324    79.96308135986328    67636.2421875
02328    106.40348052978516    75586.8359375
02329    815.5429077148438    797712.9375
02340    80.26554107666016    38627.359375
02344    22.168907165527344    32184.48046875
02345    76.6270751953125    23335.0703125
02346    81.99723815917969    52990.421875
02362    89.16092681884766    17785.890625
02367    57.89036560058594    7538.8095703125
02371    244.9065704345703    114490.90625
02373    20.925508499145508    23148.87890625
02375    37.45018005371094    30162.091796875
02380    55.8762321472168    48187.8515625
02383    121.54637145996094    55736.828125
02387    284.4591064453125    175167.3125
02393    192.5360107421875    61570.7265625
02394    66.82827758789062    65538.9296875
02419    25.99830436706543    25426.66015625
02428    120.03285217285156    64159.00390625
02429    141.27581787109375    109802.703125
02430    26.779464721679688    52662.8515625
02431    296.1733093261719    112010.90625
02432    64.07380676269531    21577.01953125
02435    102.4765396118164    137239.515625
02436    162.4147186279297    101126.3828125
02438    71.9483413696289    26455.0625
02440    40.7032470703125    33833.69921875
02441    16.26313018798828    26614.880859375
02443    102.09737396240234    37276.26953125
02446    148.8995361328125    53988.546875
02447    36.263423919677734    37339.5234375
02450    311.54388427734375    206804.828125
02451    67.02299499511719    38997.109375
02452    109.32452392578125    55733.28125
02453    54.977638244628906    21151.890625
02458    69.35238647460938    13769.970703125
02476    184.55099487304688    114597.078125
02477    78.53767395019531    28760.76953125
02482    98.14613342285156    69251.921875
02484    76.01318359375    26565.7890625
02495    37.91800308227539    30361.55078125
02500    81.26946258544922    92142.0703125
02505    41.22736358642578    33509.6796875
02510    22.459089279174805    28070.33203125
02511    29.99305534362793    15988.2900390625
02519    61.68562698364258    70087.8828125
02522    180.8322296142578    167208.90625
02528    15.069066047668457    9537.330078125
02530    214.5194854736328    295080.25
02533    620.0072021484375    666304.375
02537    425.01983642578125    216674.3125
02541    35.77656555175781    30838.0
02542    115.09906768798828    61390.3046875
02551    19.549549102783203    3956.400390625
02560    44.18098449707031    17366.9296875
02569    26.984943389892578    8593.1298828125
02570    128.1937713623047    49825.43359375
02581    50.931884765625    41084.2109375
02586    198.79946899414062    114460.03125
02589    25.026103973388672    10550.1796875
02593    85.54025268554688    32025.94921875
02600    99.69033813476562    48041.453125
02603    184.6235809326172    95242.625
02606    238.02195739746094    295043.84375
02608    37.76197052001953    47842.22265625
02611    235.9518280029297    62548.390625
02619    86.7640380859375    128695.625
02623    49.32180404663086    10228.259765625
02628    163.70333862304688    49533.9375
02634    78.64620208740234    43301.8515625
02636    33.48637390136719    18015.19921875
02640    34.7668342590332    13185.6904296875
02660    60.17353057861328    26258.33984375
02662    67.25527954101562    25735.900390625
02663    16.427173614501953    14622.228515625
02664    20.982620239257812    23568.451171875
02665    75.83307647705078    27773.3125
02680    399.2958068847656    167869.25
02681    99.76209259033203    63730.515625
02688    56.06145095825195    21764.48046875
02696    124.65176391601562    88918.25
02700    139.47698974609375    122212.15625
02703    147.9908447265625    174770.5
02709    123.60933685302734    65640.109375
02711    89.6513442993164    98360.90625
02719    18.00148582458496    6390.56005859375
02727    19.21295928955078    13629.16015625
02728    66.75211334228516    15990.560546875
02736    103.84390258789062    25135.55859375
02749    43.11827087402344    7924.35986328125
02753    53.23120880126953    25162.4296875
02770    60.43156051635742    85663.6484375
02774    44.68788146972656    30040.80078125
02780    113.04177856445312    79583.453125
02790    257.53570556640625    211155.84375
02793    126.75209045410156    36845.7578125
02797    242.28387451171875    96089.21875
02798    743.715087890625    675640.625
02799    96.60758972167969    22021.3515625
02810    17.393798828125    34204.98046875
02812    230.34017944335938    137074.734375
02831    742.9492797851562    946387.25
02855    479.5749206542969    419242.21875
02857    18.172666549682617    35805.83984375
02862    15.463603973388672    8724.029296875
02863    140.74600219726562    101163.09375
02864    49.52598190307617    22425.41015625
02877    127.37464904785156    133158.515625
02880    79.05999755859375    15781.58984375
02889    316.9335632324219    330406.40625
02890    165.54287719726562    154925.109375
02891    296.6433410644531    172805.765625
02894    173.40122985839844    48995.75
02897    216.89706420898438    134020.671875
02898    27.174245834350586    48223.25
02901    34.36847686767578    13130.6708984375
02913    118.47544860839844    60244.0234375
02916    26.333738327026367    8093.2001953125
02919    189.2406463623047    67477.796875
02922    113.61984252929688    154337.59375
02924    41.541603088378906    50641.671875
02925    44.0498161315918    15797.7890625
02927    41.622894287109375    18312.9921875
02929    334.86962890625    295099.96875
02931    36.18687057495117    17072.05078125
02945    43.88346481323242    6918.47021484375
02948    79.5806884765625    84633.375
02950    65.5375747680664    33680.796875
02951    59.01938247680664    14798.7001953125
02958    102.96078491210938    63553.51171875
02961    38.0928840637207    34464.203125
02984    187.0734405517578    151416.625
02985    34.86464309692383    19040.291015625
02986    56.295223236083984    118922.78125
02988    66.103271484375    7922.7099609375
02993    161.2615203857422    88396.046875
02994    363.1552429199219    255960.59375
02996    16.914020538330078    36107.43359375
02998    63.290157318115234    24412.16015625
03001    99.51293182373047    42528.890625
03003    197.9161376953125    106329.5546875
03005    49.533714294433594    19547.0390625
03011    64.19865417480469    44466.5703125
03012    35.47566604614258    10839.041015625
03015    63.450782775878906    33248.1015625
03017    97.75706481933594    74949.78125
03026    40.25743865966797    12272.5205078125
03028    23.811203002929688    3340.41015625
03029    26.409502029418945    20495.5703125
03032    75.98409271240234    30226.83203125
03035    382.35491943359375    405317.625
03039    180.05099487304688    61457.6015625
03040    73.14212799072266    29237.09375
03042    257.2163391113281    355473.8125
03055    155.5865478515625    101582.71875
03056    161.4140625    77430.1875
03057    1248.3094482421875    1837691.25
03067    486.76104736328125    346256.21875
03070    69.10006713867188    35823.5
03071    63.545188903808594    110837.546875
03074    29.274677276611328    65233.1640625
03075    76.88240814208984    50189.44140625
03076    78.56060791015625    66816.3515625
03080    47.00733947753906    88877.78125
03084    74.89177703857422    27285.259765625
03085    32.79566955566406    8228.189453125
03091    22.840721130371094    42253.66015625
03093    71.18618774414062    65391.09375
03096    93.96379089355469    26605.609375
03099    128.25416564941406    70359.3984375
03101    96.5741195678711    40213.6796875
03102    50.694828033447266    96831.15625
03103    36.430015563964844    28537.2421875
03109    91.5955581665039    54125.015625
03110    154.9110870361328    80698.890625
03115    209.09963989257812    129518.78125
03119    48.65132522583008    32150.791015625
03120    38.44439697265625    18457.259765625
03128    556.9879760742188    545189.25
03129    38.845619201660156    18049.66015625
03131    117.5572280883789    51373.16015625
03132    15.86795425415039    23375.009765625
03135    25.201093673706055    17142.1484375
03138    251.8666534423828    91916.078125
03139    15.812782287597656    31867.7890625
03142    38.46986389160156    17403.859375
03143    71.74223327636719    16551.1796875
03153    30.822399139404297    21682.880859375
03155    53.02067184448242    9933.33984375
03159    28.722537994384766    11385.380859375
03171    44.141212463378906    37695.140625
03177    67.91039276123047    15031.2802734375
03178    420.12261962890625    245110.875
03193    65.04998779296875    40146.1796875
03212    115.96704864501953    55166.87109375
03217    63.058349609375    41754.6484375
03220    75.88184356689453    67096.390625
03227    561.565673828125    513804.90625
03229    19.687692642211914    8381.8896484375
03237    99.14366912841797    42126.78125
03241    389.643798828125    384140.8125
03242    165.58541870117188    57691.953125
03245    807.1892700195312    1088670.75
03246    77.570068359375    49141.3671875
03251    59.16846466064453    40385.5390625
03253    711.2996826171875    759038.8125
03255    257.0852355957031    160892.09375
03256    76.81873321533203    28839.640625
03257    173.88961791992188    102504.75
03267    35.91819381713867    25914.267578125
03269    132.81619262695312    46269.82421875
03279    52.877750396728516    44358.1796875
03280    44.37020492553711    85826.828125
03283    71.29946899414062    27644.48046875
03286    24.554445266723633    50488.33203125
03287    233.8910675048828    137758.5
03290    249.7359161376953    196411.140625
03292    33.39508056640625    32804.0
03294    45.24535369873047    8696.310546875
03301    148.49012756347656    74281.03125
03306    150.27952575683594    196664.78125
03307    56.88005828857422    118388.1875
03319    17.027545928955078    23684.73828125
03320    120.58253479003906    103602.1015625
03322    23.270477294921875    23978.130859375
03330    170.83432006835938    94305.625
03336    111.18331909179688    139964.90625
03339    42.88372802734375    79769.484375
03345    210.71087646484375    100906.734375
03347    57.33781051635742    40042.2109375
03351    97.79096221923828    98880.125
03352    287.0821838378906    271163.0625
03356    67.07038116455078    16331.8017578125
03358    43.20319366455078    20915.130859375
03364    69.80895233154297    38345.03125
03369    70.96302032470703    55194.5546875
03370    18.487743377685547    9773.30078125
03374    17.617887496948242    1396.7301025390625
03405    55.258941650390625    31681.66015625
03407    66.26557922363281    58872.5
03408    605.0567016601562    631229.0
03415    274.071533203125    215631.421875
03416    31.515403747558594    17339.66015625
03436    133.10104370117188    74458.6875
03439    66.74186706542969    79131.171875
03448    172.47354125976562    318339.21875
03458    298.3546447753906    211188.40625
03465    23.526247024536133    55792.05078125
03472    62.63873291015625    20441.91796875
03476    45.434288024902344    97987.953125
03480    214.1505126953125    66405.8984375
03481    312.69842529296875    252264.96875
03485    73.23030090332031    71673.28125
03486    48.24262237548828    39789.828125
03488    61.87677764892578    47590.77734375
03489    263.9384765625    135924.46875
03491    521.5174560546875    339995.375
03493    17.279924392700195    35657.08984375
03503    47.3859977722168    12151.8994140625
03509    62.99009704589844    23132.8984375
03511    51.236114501953125    22069.26953125
03512    159.4161834716797    54804.484375
03514    42.85449981689453    88843.4921875
03516    114.18821716308594    45644.6953125
03523    639.6309204101562    512748.3125
03527    45.768951416015625    11139.3681640625
03528    31.927804946899414    38625.3203125
03552    15.267936706542969    27231.630859375
03567    63.291465759277344    148639.453125
03569    94.80879211425781    22259.431640625
03588    105.88426971435547    95811.9375
03593    204.86065673828125    119687.0234375
03598    83.52521514892578    22060.48046875
03608    80.9594497680664    26127.90234375
03618    136.51626586914062    109721.3203125
03634    118.68903350830078    146522.796875
03637    114.2147216796875    44851.7109375
03648    165.89344787597656    124149.015625
03649    135.3131561279297    48383.56640625
03654    102.90445709228516    44507.9921875
03658    313.55462646484375    154260.59375
03662    130.57704162597656    77370.515625
03663    137.6526336669922    195099.34375
03664    54.61894989013672    43445.44140625
03671    30.509302139282227    8081.63916015625
03709    86.4708480834961    16551.80859375
03711    53.840023040771484    13672.0810546875
03740    40.1588020324707    52531.48046875
03745    50.93007278442383    43670.53515625
03765    423.9075622558594    223393.28125
03766    31.58226203918457    34282.140625
03768    54.332305908203125    25422.859375
03771    44.08565139770508    37915.12109375
03773    23.066070556640625    46961.859375
03776    137.19761657714844    167148.375
03788    341.5567626953125    316036.3125
03801    25.949913024902344    13391.279296875
03805    17.622817993164062    33476.7890625
03811    111.47871398925781    32514.029296875
03814    41.148868560791016    6497.47998046875
03815    76.70039367675781    17168.599609375
03819    62.78702926635742    30653.30078125
03843    148.6113739013672    82364.453125
03853    24.39506721496582    11303.25
03860    238.57861328125    146400.25
03864    50.104339599609375    95212.015625
03866    91.10406494140625    15258.0302734375
03869    36.63566970825195    13698.669921875
03870    228.04440307617188    76583.0625
03871    62.06352233886719    23714.607421875
03875    72.256103515625    15968.5078125
03879    82.76036834716797    25385.453125
03886    43.88459396362305    15997.859375
03891    182.70594787597656    59362.76171875
03892    63.353912353515625    14035.26953125
03893    304.0897216796875    200917.59375
03899    19.05275535583496    39405.7109375
03900    46.82024383544922    43122.828125
03901    22.51183319091797    21082.810546875
03905    153.39715576171875    61261.49609375
03906    118.75456237792969    45826.2421875
03908    20.524139404296875    5384.5703125
03909    67.82402801513672    28749.19140625
03911    21.19058609008789    20216.55859375
03912    152.20228576660156    66055.203125
03913    137.458984375    136886.890625
03916    118.38565826416016    84835.8828125
03917    57.97626876831055    69737.828125
03918    111.7922592163086    123051.546875
03924    32.1546745300293    5716.19091796875
03929    212.69107055664062    109870.609375
03936    130.44142150878906    37071.84375
03938    65.516357421875    38139.9921875
03954    199.35069274902344    74889.0859375
04039    248.3037872314453    168505.75
04146    58.373313903808594    34591.859375
04157    117.05025482177734    50037.3671875
04216    64.8122329711914    32147.58984375
04312    154.37754821777344    37165.07421875
04350    139.93536376953125    109307.125
04368    1254.7109375    1765929.875
04388    22.618812561035156    25074.16796875
04556    297.5613098144531    119851.1953125
04569    38.262176513671875    60275.7578125
04653    29.816478729248047    20218.0
04701    239.83201599121094    189959.125
04710    76.16056823730469    19244.580078125
04814    96.248291015625    21431.125
04939    63.801902770996094    25897.12109375
04959    16.53795623779297    20061.439453125
05080    81.0233383178711    28696.0703125
05255    79.64368438720703    45177.359375
05304    506.8119201660156    400291.5625
05305    28.98639488220215    53469.546875
05379    55.603424072265625    19021.78125
05387    83.28369903564453    50124.98046875
05389    137.84127807617188    75772.8828125
05407    35.13585662841797    69561.90625
05409    102.97364044189453    87712.765625
05411    57.26321029663086    18416.509765625
05412    95.43993377685547    99541.71875
05415    88.58431243896484    37991.8828125
05416    72.37602996826172    32391.611328125
05417    216.58103942871094    71349.4140625
05419    94.92070007324219    42400.48828125
05421    101.91610717773438    172893.3125
05428    22.55674934387207    14566.220703125
05433    101.7718276977539    32043.12109375
05434    40.29634475708008    13812.7900390625
05439    67.04418182373047    8388.0390625
05447    156.37887573242188    63274.609375
05450    142.5137481689453    68774.703125
05451    174.83726501464844    67448.1328125
05454    54.76327896118164    34781.7109375
05456    52.006221771240234    9276.640625
05463    47.96821212768555    60340.05859375
05464    89.53742980957031    38336.11328125
05465    63.360694885253906    155253.421875
05466    21.24226188659668    42049.5703125
05470    127.24280548095703    32796.26171875
05472    58.947425842285156    25760.421875
05473    154.40347290039062    118963.828125
05474    70.97869110107422    33356.9296875
05475    55.90369415283203    36122.16015625
05476    89.99285888671875    42516.5
05477    304.02001953125    110950.796875
05478    73.55038452148438    133605.9375
05479    119.79776763916016    98740.796875
05480    69.1857681274414    44026.0390625
05482    43.28375244140625    62082.87109375
05483    21.3310489654541    5601.89013671875
05484    96.99596405029297    39164.12890625
05486    441.0863952636719    534383.875
05489    329.489990234375    215069.859375
05492    42.769676208496094    16794.47265625
05493    52.81032943725586    44357.34375
05495    59.96721267700195    17644.7578125
05497    49.825225830078125    39960.03125
05503    20.049570083618164    18423.9609375
05504    36.15598678588867    8565.880859375
05510    15.731767654418945    30456.009765625
05515    39.348323822021484    30379.33984375
05517    62.617088317871094    16355.7392578125
05518    119.97435760498047    44234.828125
05523    103.63174438476562    48498.39453125
05524    24.354400634765625    15368.009765625
05526    151.0558624267578    114463.375
05530    156.34127807617188    47523.2109375
05531    108.7057113647461    46798.6796875
05539    46.431800842285156    19484.220703125
05540    30.37417984008789    28051.341796875
05541    67.21160125732422    22168.150390625
05542    70.3658447265625    65804.609375
05545    63.768638610839844    15411.720703125
05548    113.91632843017578    145800.0
05551    75.2464599609375    70999.3984375
05554    83.6306381225586    43277.421875
05555    46.28006362915039    35773.26953125
05563    177.93841552734375    40357.7578125
05565    27.964975357055664    5981.0205078125
05566    80.59148406982422    50265.140625
05567    314.8697509765625    122610.984375
05568    269.8971862792969    105715.1796875
05569    41.46223831176758    20858.58203125
05571    39.152950286865234    5652.669921875
05572    31.651599884033203    12099.6396484375
05574    81.40741729736328    62674.8203125
05575    171.5172119140625    77530.1484375
05585    75.76229095458984    108594.203125
05589    38.12753677368164    40084.9296875
05590    55.71141815185547    30704.66015625
05591    258.9398498535156    288203.6875
05593    118.89962005615234    49795.33984375
05597    103.99188232421875    55876.96875
05601    179.4651641845703    83622.8984375
05603    53.0977783203125    28949.55078125
05604    131.85015869140625    63122.3828125
05606    148.24317932128906    81812.4609375
05610    21.667034149169922    40090.6796875
05612    31.481801986694336    33240.8984375
05614    1085.31689453125    1218477.625
05617    162.73068237304688    96815.796875
05621    343.1522216796875    173967.3125
05622    58.581321716308594    69660.734375
05624    71.87937927246094    30171.66015625
05626    40.84107208251953    85163.390625
05628    231.0264892578125    86478.1953125
05632    72.7015609741211    38952.6796875
05635    15.976807594299316    18295.37890625
05637    68.28392028808594    24657.908203125
05640    29.483646392822266    10801.140625
05644    143.09523010253906    40212.45703125
05645    57.25098419189453    25217.51171875
05646    33.36098861694336    35816.578125
05648    30.348237991333008    26437.66015625
05654    432.4576721191406    460446.78125
05655    19.63273811340332    17964.390625
05667    42.42015838623047    23059.28125
05693    49.31718826293945    76560.8359375
05704    260.69378662109375    101127.234375
05706    94.4766616821289    59436.55078125
05711    264.9635314941406    79680.203125
05713    30.62384796142578    18212.26953125
05715    48.23493576049805    19359.529296875
05716    30.43526840209961    23024.990234375
05719    53.54617691040039    15061.3603515625
05723    42.36756134033203    92037.546875
05725    78.44042205810547    57641.65625
05726    140.29441833496094    43542.45703125
05729    223.3605194091797    198775.96875
05731    148.48594665527344    129248.5
05736    17.31125259399414    28355.580078125
05773    561.7622680664062    551985.875
05867    59.347225189208984    23524.029296875
05955    64.70391082763672    13594.599609375
05983    20.341533660888672    12679.5
05989    336.1083068847656    254143.96875
05995    493.2536315917969    357734.3125
06004    90.09346008300781    55461.640625
06082    67.0615463256836    19096.01171875
06083    47.912574768066406    19704.140625
06090    114.26488494873047    33972.48046875
06096    24.59699058532715    3545.949951171875
06098    71.73726654052734    24170.19921875
06100    425.46160888671875    228263.96875
06101    74.67362213134766    40147.19921875
06102    21.339235305786133    24695.5390625
06103    107.47445678710938    82180.5859375
06109    24.049291610717773    35122.30859375
06111    73.45413970947266    34783.87109375
06113    100.2249755859375    20903.048828125
06115    161.04788208007812    208964.65625
06118    22.234947204589844    28315.359375
06119    47.12738037109375    107642.8046875
06124    623.4657592773438    494189.625
06125    79.36253356933594    152537.3125
06128    64.84379577636719    52885.1640625
06135    17.854276657104492    -38122.31640625
06141    17.59233283996582    10703.2998046875
06147    75.1036148071289    45750.26953125
06158    26.734342575073242    3561.549560546875
06159    170.09982299804688    151210.609375
06165    53.93874740600586    42432.87890625
06167    114.3982925415039    98973.84375
06168    451.3838806152344    323066.0625
06176    18.125797271728516    35470.6484375
06182    23.831607818603516    2026.919921875
06186    54.897701263427734    28470.060546875
06188    57.68543243408203    163864.453125
06189    49.339168548583984    16324.927734375
06190    35.52394485473633    22749.169921875
06194    106.98606872558594    67123.5859375
06198    648.1226196289062    481162.09375
06206    56.30882263183594    6730.4208984375
06216    68.3792953491211    14240.720703125
06225    45.596431732177734    15378.26953125
06226    155.96604919433594    96809.453125
06229    119.07164764404297    65332.8359375
06234    15.835762977600098    16953.169921875
06242    47.21733856201172    32817.55078125
06243    16.281919479370117    9621.5
06244    45.724266052246094    59534.71875
06249    124.92200469970703    114823.0546875
06251    71.01542663574219    16139.470703125
06266    231.13258361816406    176074.53125
06269    15.096830368041992    32764.94921875
06270    17.318744659423828    44133.875
06272    171.7842254638672    202782.515625
06273    52.601192474365234    30827.720703125
06274    290.9884948730469    265071.09375
06279    81.41022491455078    49796.78125
06280    122.72908782958984    114410.296875
06283    59.740325927734375    92163.5390625
06285    28.245540618896484    59533.1328125
06288    67.93449401855469    22618.580078125
06292    22.808494567871094    3238.90966796875
06295    48.25094223022461    65507.62109375
06303    162.5553436279297    87567.1875
06304    26.225526809692383    13435.83984375
06306    30.869022369384766    33790.96875
06319    33.40825653076172    19493.55078125
06320    50.771976470947266    137370.234375
06321    109.7527847290039    29350.73828125
