# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.5510202337923855 3.275749720192673 1.012225195064503 0.02263404344702213
1 0.4682805114469776 2.8084327502541573 0.9113309154054612 0.020377978768437215
2 0.49686252568953004 2.5135954606296425 0.8417415588274587 0.01882191345024836
3 0.48739549499472123 2.3429491490918535 0.8710990665712313 0.01947836727989888
4 0.4870023991544577 2.218215763334929 0.8900847435416386 0.019902899922945708
5 0.4976847266001333 2.12236569674658 0.8805653385396798 0.019690039556048394
6 0.46763765591899353 2.00120218115213 0.8709546923401673 0.019475138973950295
7 0.4511600652688555 1.9390794527440407 0.8862056689468559 0.019816161178108443
8 0.44854043672178334 1.81140330498837 0.8519412627549505 0.019049985763570792
9 0.4223825373925128 1.7370015409083668 0.8753154483610185 0.01957264844290944
10 0.413705254188895 1.6755910963426022 0.8377958273399878 0.018733684211978893
11 0.42521347606921783 1.6407318368546489 0.8381558372548074 0.0187417342784
12 0.4511028228878346 1.5994358895799454 0.8484390196082809 0.018971673226073932
13 0.43308001083839204 1.5609512756025263 0.8145107497839734 0.018213014049212866
14 0.40913251301842696 1.5094079051715825 0.8392802322675426 0.018766876515220375
15 0.4238875657738807 1.4030405827876185 0.8082009704429981 0.01807192309391842
16 0.4205837064299993 1.282931179174452 0.7486487441590821 0.016740294832095562
17 0.4219470201233395 1.253398651123624 0.7457462699385011 0.016675393535493962
18 0.42929837091849704 1.1911979046198788 0.7423863590375485 0.016600263643765236
19 0.4157265719838795 1.141405569650494 0.7435258773770919 0.016625744048453503
20 0.4144377250737524 1.121993288827228 0.7808465630145237 0.01746025994897548
21 0.3928079552048786 1.0634660109486722 0.722325891943872 0.016151697962946653
22 0.41278930024654154 1.0266392919644611 0.6819514289184985 0.015248897524148784
23 0.4077792500703764 0.9675666048931012 0.6787059482029397 0.015176326369152244
24 0.4057626210849533 0.9448179109157301 0.6683338426139221 0.014944399037483756
25 0.38264611327614867 0.9475903118129565 0.7097941883433614 0.01587148055170045
26 0.400429100877222 0.8903355898487612 0.6576986324052405 0.014706588507667637
27 0.39613812754150207 0.8853820951023715 0.6834972916147541 0.015283464064875872
28 0.413825779748229 0.8688499504753571 0.6486587956941797 0.014504451613753336
29 0.40062438542114515 0.8826670789416428 0.6891153583599892 0.015409087856320636
30 0.4156559833700642 0.8378764837334107 0.6229102200748693 0.013928695959667618
