# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.6030368437996942 4.121883436522834 1.082268676841716 0.024200263313368293
1 0.726229287451839 3.3197695179390196 0.9706547126911096 0.021704499202578487
2 0.6183933542167991 2.8244833598997983 0.9802102715319901 0.02191816799389057
3 0.5938118113296331 2.412820930752477 0.9505239097894012 0.021254360765279787
4 0.6112411991060893 2.073201920968001 0.9021308373854585 0.020172258769926937
5 0.569839217240087 1.8606517730774303 0.8673467272305266 0.019394462421494254
6 0.5930702553561662 1.7646812784759747 0.8845383360566316 0.019778878481271814
7 0.5240664130913459 1.55241904522017 0.7949067842725979 0.017774656054092893
8 0.555481529846886 1.384256388073819 0.7171953486064309 0.016036975526306382
9 0.5493176760048178 1.3267240562144391 0.7460131216588908 0.016681360521361002
10 0.5469158932383363 1.1963883140926954 0.6355675353857121 0.014211722134144553
11 0.5428359354484902 1.1731714119095071 0.6856558007095772 0.015331729795536632
12 0.5332301921895628 1.0994264573764585 0.6562802855999151 0.014674873308943865
13 0.5361821457353521 1.0768731095824846 0.6505416201762236 0.014546552849068847
14 0.5359302697255823 1.047264811211461 0.7409908443605163 0.01656905898695081
15 0.5165861766912013 0.9854700777632645 0.6537197085013234 0.014617617064403064
16 0.5169887613764635 0.971627505605704 0.6570168287200093 0.014691342913792768
17 0.49039146622311347 0.965134924923362 0.6590941171958407 0.014737792496201127
18 0.5040139970128505 0.9542183711074821 0.651581130239146 0.014569797000708741
19 0.47181097977735775 0.9379462814035214 0.6871595849979453 0.015365355434459502
20 0.5080973431990519 0.8967692480797955 0.6134607952627424 0.01371740039738573
21 0.5009574920592283 0.9235193115970598 0.6558188736243544 0.014664555823514003
22 0.4900570314445317 0.9188857240634151 0.6902004020809285 0.015433350171506433
23 0.4762209474397872 0.8741545585890923 0.6559145678897854 0.014666695612339608
24 0.4806664731188948 0.8821536357424609 0.6651524828145761 0.014873261669761526
25 0.4964966942179613 0.8790875788357475 0.6731013247102787 0.015051003177973421
26 0.47821375453113046 0.8695386253399882 0.6489592097966357 0.014511169077298249
27 0.4969994408138855 0.8636835058230932 0.6361708227801772 0.014225212050384479
28 0.4622016561011477 0.8686966790079843 0.659059436921244 0.014737017021686363
29 0.4914356223983024 0.8487722119037729 0.6325453100534145 0.01414414312128116
30 0.5016348328248647 0.8926781942067378 0.6962883541527922 0.015569480918270913
