# generation	 best_loss	 avg_loss	 std_loss	 std_loss/sqrt(sol_per_pop)
0 0.39051521420214097 3.493084207986453 1.1828635048654783 0.026449632049828625
1 0.4445349729970873 2.865502936695057 1.0471582917848055 0.023415171236333843
2 0.4258106187116993 2.475490993598058 1.0098953324583915 0.02258194613536713
3 0.476723463253017 2.1930751100682517 0.9950705781463394 0.022250454551452314
4 0.38964583803505265 1.8933769241302378 0.9479713943118678 0.021197284784065937
5 0.3869838543025045 1.7250745053405956 0.900625094142414 0.020138589327445854
6 0.4068462076711373 1.5410605341524706 0.8268680049168342 0.018489330674136717
7 0.4281502154237455 1.4566885176336122 0.8450090424626587 0.01889497660548511
8 0.41954848716139703 1.3484664941483946 0.7855123774352131 0.01756459073112608
9 0.4027802638555985 1.2406404496870014 0.7147131616279304 0.015981472138138466
10 0.45107172516932653 1.1899523603905886 0.7053713121525141 0.01577258203351245
11 0.3522568363492939 1.1247937191062243 0.7049067987283343 0.015762195197583175
12 0.4092434186325194 1.115771995174518 0.7203304897369267 0.016107079413174828
13 0.41150013802567253 1.074869842577476 0.720416375255935 0.01610899987176268
14 0.38847029408944184 1.0400765912841392 0.6844405228398652 0.01530455535625436
15 0.39188135815302066 1.007666726929804 0.7020602789442318 0.015698545080217667
